Key,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD,H2X,SHAP,LIME,LEMNA,I-MAD
483,0.541270661,0.323321281,0.383607023,0.025,0.467759803,261.2614366,156.3421766,185.8454483,12.1,226.1653496,0.539796357,0.323021026,0.383978199,0.025,0.46728378
484,0.541314433,0.323247423,0.383688404,0.025,0.467791182,261.802751,156.6654241,186.2291367,12.125,226.6331408,0.539799487,0.323021493,0.383977601,0.025,0.467284826
485,0.541280864,0.323225309,0.383721967,0.025,0.467800543,262.3440319,156.9886494,186.6128587,12.15,227.1009413,0.539802535,0.323021912,0.383977075,0.025,0.467285887
486,0.541247433,0.323203285,0.383704058,0.025,0.467792389,262.8852793,157.3118526,186.9965627,12.175,227.5687337,0.539805502,0.323022285,0.383976515,0.025,0.467286927
487,0.541265369,0.323206967,0.383695949,0.025,0.467801709,263.4265447,157.6350596,187.3802587,12.2,228.0365354,0.539808493,0.323022663,0.38397594,0.025,0.467287982
488,0.541232106,0.323082822,0.383817302,0.025,0.467776182,263.9677768,157.9581424,187.764076,12.225,228.5043116,0.539811405,0.323022786,0.383975615,0.025,0.467288981
489,0.54127551,0.323010204,0.383886495,0.025,0.467798524,264.5090523,158.2811526,188.1479625,12.25,228.9721101,0.539814392,0.32302276,0.383975434,0.025,0.467290021
490,0.541293279,0.323065173,0.383723381,0.025,0.467842441,265.0503456,158.6042178,188.5316858,12.275,229.4399525,0.539817404,0.323022847,0.38397492,0.025,0.467291146
491,0.54120935,0.323196138,0.383715298,0.025,0.467864556,265.5915549,158.927414,188.9154011,12.3,229.9078171,0.539820234,0.323023199,0.383974393,0.025,0.467292311
492,0.541201826,0.323199797,0.3837586,0.025,0.467839109,266.1327568,159.2506137,189.2991597,12.325,230.3756562,0.539823036,0.323023557,0.383973955,0.025,0.46729342
493,0.541219636,0.323178138,0.383690263,0.025,0.467826686,266.6739764,159.5737919,189.68285,12.35,230.8434829,0.539825863,0.32302387,0.383973381,0.025,0.4672945
494,0.541186869,0.323207071,0.383647454,0.025,0.467844401,267.2151633,159.896999,190.0664975,12.375,231.3113273,0.539828613,0.32302424,0.383972722,0.025,0.467295611
495,0.541129032,0.323361895,0.38363002,0.025,0.467853466,267.7562923,160.2203609,190.4501275,12.4,231.7791808,0.539831234,0.323024921,0.383972031,0.025,0.467296735
496,0.541172032,0.323566398,0.383580411,0.025,0.467862494,268.2974643,160.5439272,190.8337079,12.425,232.2470433,0.539833932,0.323026011,0.383971243,0.025,0.467297874
497,0.541114458,0.323519076,0.383521877,0.025,0.467833034,268.8385788,160.8674463,191.2172298,12.45,232.7148763,0.539836504,0.323027001,0.383970341,0.025,0.467298948
498,0.541157315,0.323421844,0.383554899,0.025,0.467820748,269.3797361,161.1908682,191.6007847,12.475,233.182697,0.539839151,0.323027792,0.383969508,0.025,0.467299994
499,0.5412,0.3233,0.383637789,0.025,0.467804255,269.9209361,161.5141682,191.9844225,12.5,233.6505013,0.539841872,0.323028336,0.383968845,0.025,0.467301003
,,,,,,,,,,,0.539454364,0.320589731,0.385248051,0.025,0.466536348
